date,PT_8313A.AV_0#,PT_8313B.AV_0#,PT_8313C.AV_0#,PT_8313D.AV_0#,PT_8313E.AV_0#,PT_8313F.AV_0#,PTCA_8322A.AV_0#,PTCA_8324.AV_0#,TE_8319A.AV_0#,TE_8319B.AV_0#,TE_8313B.AV_0#,TE_8303.AV_0#,TE_8304.AV_0#,TV_8329ZC.AV_0#,FT_8301.AV_0#,FT_8302.AV_0#,FT_8306A.AV_0#,AIR_8301A.AV_0#,FT_8306B.AV_0#,AIR_8301B.AV_0#,YFJ3_AI.AV_0#,YFJ3_ZD1.AV_0#,YFJ3_ZD2.AV_0#,SXLTCYZ.AV_0#,SXLTCYY.AV_0#,ZCLCCY.AV_0#,YCLCCY.AV_0#,YJJWSLL.AV_0#,ZZQBCHLL.AV_0#,TE_8332A.AV_0#
2022-03-27 14:28:54,-142.28,-179.46,-150.68,-118.53,-142.62,-147.65,9.7,9.36,352.5,379.46,774.08,211.05,222.69,17.05,47312.49,20451.36,723.54,1.81,586.57,1.82,22.79,5.6,7.62,-129.15,-365.9,10667.39,10637.2,2.78,60.89,538.29
2022-03-27 14:28:59,-142.79,-187.01,-149.33,-96.88,-135.32,-154.28,9.7,9.36,352.5,379.46,774.14,211.02,222.66,17.06,47093.44,19469.45,716.31,1.81,600.27,1.82,22.78,5.16,7.91,-129.15,-365.9,10667.39,10637.2,2.78,60.89,538.29
2022-03-27 14:29:04,-135.23,-195.32,-146.9,-101.83,-156.13,-136.83,9.7,9.36,352.5,379.46,774.08,210.98,222.63,17.06,47659.94,21148.14,725.9,1.81,590.7,1.8,22.83,5.52,6.34,-125.63,-356.84,10683.86,10678.77,2.78,60.57,538.25
2022-03-27 14:29:09,-147.23,-202.96,-154.28,-112.57,-164.44,-145.64,9.7,9.36,352.5,379.46,774.34,210.95,222.63,17.06,47159.53,20409.82,715.61,1.81,599.11,1.77,22.77,5.63,11.55,-125.63,-356.84,10683.86,10678.77,2.78,60.57,538.25
2022-03-27 14:29:14,-147.91,-204.55,-147.99,-126.92,-160.66,-140.44,9.7,9.36,352.56,379.46,774.68,210.88,222.59,17.06,46381.55,19089.9,705.36,1.81,610.09,1.77,22.81,5.11,7.11,-135.03,-371.02,10808.68,10664.25,2.79,60.59,538.25
2022-03-27 14:29:19,-148.07,-204.72,-148.33,-109.97,-160.66,-132.38,9.71,9.37,352.5,379.46,774.98,210.88,222.56,17.06,46972.59,18838.75,724.14,1.84,588.48,1.8,21.52,5.78,7.87,-135.03,-371.02,10808.68,10664.25,2.79,60.59,538.25
2022-03-27 14:29:24,-158.48,-201.03,-156.89,-108.55,-161.25,-150.68,9.71,9.37,352.5,379.39,775.41,210.88,222.56,17.06,48190.55,20613.76,730.08,1.84,587.28,1.85,23.61,5.97,7.07,-137.8,-353.48,10649.29,10671.84,2.79,60.66,538.19
2022-03-27 14:29:29,-157.89,-208.16,-163.77,-98.56,-165.28,-152.44,9.71,9.37,352.5,379.46,775.94,210.85,222.53,17.06,47718.47,21899.69,705.51,1.81,605.81,1.85,23.06,5.24,5.37,-137.8,-353.48,10649.29,10671.84,2.79,60.66,538.26
2022-03-27 14:29:34,-158.31,-205.31,-166.03,-102.84,-174.26,-137.08,9.71,9.37,352.5,379.4,776.28,210.82,222.49,17.06,47627.83,20491.02,722.48,1.76,590.78,1.85,23.13,5.61,6.12,-140.4,-355.33,10664.46,10672.22,2.79,60.31,538.19
2022-03-27 14:29:39,-158.48,-205.31,-162.34,-129.78,-169.39,-138.84,9.71,9.37,352.5,379.46,776.58,210.78,222.49,17.06,46719.56,19952.85,721.27,1.73,594.98,1.8,23.14,6.67,5.92,-140.4,-355.33,10664.46,10672.22,2.79,60.31,538.2
2022-03-27 14:29:44,-152.61,-199.77,-159.99,-104.27,-164.27,-119.29,9.71,9.38,352.5,379.4,776.81,210.75,222.46,17.06,48018.71,19777.24,723.69,1.71,592.76,1.77,23.14,5.57,10.61,-148.54,-386.55,10829.89,10656.09,2.79,60.13,538.19
2022-03-27 14:29:49,-159.91,-202.46,-165.19,-88.4,-159.74,-131.79,9.71,9.38,352.56,379.4,776.88,210.75,222.42,17.06,46772.43,21586.23,706.72,1.71,602.46,1.75,23.12,6.28,5.05,-148.54,-386.55,10829.89,10656.09,2.79,60.13,538.19
2022-03-27 14:29:54,-161.08,-202.88,-162.76,-104.77,-159.32,-153.03,9.72,9.38,352.5,379.46,776.81,210.68,222.39,17.06,47884.64,20081.25,706.57,1.68,602.43,1.72,23.17,5.13,8.95,-147.53,-347.61,10657.47,10682.04,2.79,60.15,538.2
2022-03-27 14:29:59,-148.07,-204.81,-165.11,-110.48,-161.25,-144.55,9.72,9.38,352.5,379.46,776.81,210.65,222.36,17.06,47605.17,20574.1,716.39,1.66,598.23,1.72,23.09,6.12,7.58,-147.53,-347.61,10657.47,10682.04,2.79,60.15,538.26
2022-03-27 14:30:04,-142.28,-201.62,-160.24,-110.06,-161.84,-160.49,9.72,9.38,352.57,379.4,776.88,210.65,222.39,17.06,47661.82,20683.63,709.24,1.66,605.45,1.72,23.07,5.78,5.77,-130.24,-361.37,10850.37,10718.29,2.81,60.48,538.26
2022-03-27 14:30:09,-158.65,-193.14,-152.27,-118.03,-158.48,-155.88,9.72,9.38,352.57,379.4,776.95,210.62,222.36,17.06,47053.79,20096.36,723.76,1.63,590.78,1.7,23.15,5.64,6.8,-130.24,-361.37,10850.37,10718.29,2.81,60.48,538.26
2022-03-27 14:30:14,-169.47,-193.31,-149.84,-127.6,-151.35,-156.63,9.72,9.38,352.57,379.46,777.11,210.55,222.32,17.06,47187.86,22018.65,708.76,1.63,606.51,1.67,23.15,5.95,5.07,-145.52,-374.72,10708.27,10602.35,2.79,60.57,538.29
2022-03-27 14:30:19,-158.82,-202.37,-159.74,-112.57,-160.49,-151.85,9.72,9.38,352.5,379.46,777.41,210.55,222.29,17.06,47456.0,19739.47,731.59,1.61,582.57,1.64,23.11,6.02,3.46,-145.52,-374.72,10708.27,10602.35,2.79,60.57,538.29
2022-03-27 14:30:24,-153.86,-204.89,-158.31,-110.64,-156.47,-143.37,9.72,9.38,352.57,379.47,777.81,210.52,222.26,17.06,47824.21,20447.58,719.38,1.61,597.37,1.64,23.16,6.03,5.48,-143.0,-376.65,10911.32,10745.17,2.79,60.92,538.29
2022-03-27 14:30:29,-158.23,-200.78,-159.07,-109.72,-151.26,-145.98,9.72,9.38,352.57,379.47,778.35,210.52,222.26,17.06,47907.3,20997.08,727.09,1.61,588.48,1.62,23.11,6.01,4.44,-143.0,-376.65,10911.32,10745.17,2.79,60.92,538.36
2022-03-27 14:30:34,-146.56,-199.1,-149.67,-105.1,-151.6,-147.57,9.73,9.38,352.57,379.53,778.88,210.52,222.19,17.06,47488.1,20085.03,710.42,1.58,601.75,1.62,23.16,5.9,7.81,-141.91,-380.84,10684.05,10761.67,2.79,61.12,538.36
2022-03-27 14:30:39,-143.88,-196.92,-148.07,-103.59,-153.19,-153.7,9.72,9.38,352.57,379.53,779.41,210.45,222.22,17.06,47439.0,21295.43,715.63,1.58,597.42,1.59,23.09,6.48,6.91,-141.91,-380.84,10684.05,10761.67,2.79,61.12,538.42
2022-03-27 14:30:44,-147.74,-201.87,-152.69,-105.27,-158.9,-140.69,9.73,9.38,352.57,379.53,779.85,210.42,222.19,17.06,47068.89,20458.91,715.56,1.53,602.43,1.57,23.14,5.18,5.73,-129.99,-377.15,10733.97,10598.62,2.78,61.19,538.42
2022-03-27 14:30:49,-151.77,-207.58,-161.59,-99.98,-168.55,-162.42,9.73,9.38,352.57,379.53,780.21,210.42,222.12,17.06,47835.55,20326.73,718.83,1.5,597.42,1.57,23.12,5.6,6.31,-129.99,-377.15,10733.97,10598.62,2.78,61.19,538.49
2022-03-27 14:30:54,-158.48,-204.3,-158.9,-122.06,-175.43,-150.93,9.73,9.38,352.64,379.53,780.55,210.38,222.16,17.06,47556.07,20457.03,703.27,1.48,613.46,1.57,23.1,6.15,4.56,-138.05,-374.21,10944.12,10807.19,2.79,61.13,538.49
2022-03-27 14:30:59,-160.58,-199.52,-157.47,-115.26,-156.8,-154.62,9.73,9.38,352.57,379.53,780.78,210.35,222.09,17.06,46596.82,20727.05,705.81,1.45,605.76,1.57,23.17,5.54,6.41,-138.05,-374.21,10944.12,10807.19,2.79,61.13,538.52
2022-03-27 14:31:04,-158.23,-198.85,-163.1,-98.14,-156.55,-154.28,9.73,9.39,352.64,379.53,780.85,210.32,222.09,17.06,47423.89,21061.29,713.04,1.45,595.53,1.54,23.09,5.81,7.33,-142.83,-391.67,10794.31,10797.94,2.77,60.87,538.52
2022-03-27 14:31:09,-146.98,-199.18,-159.66,-106.95,-161.59,-158.73,9.73,9.39,352.64,379.6,780.75,210.32,222.06,17.06,48286.85,21335.09,715.68,1.45,599.06,1.52,23.13,5.79,6.04,-142.83,-391.67,10794.31,10797.94,2.77,60.87,538.59
2022-03-27 14:31:14,-154.37,-213.28,-161.0,-125.58,-158.23,-147.32,9.74,9.39,352.64,379.6,780.61,210.32,222.02,17.06,47478.66,21846.82,707.78,1.45,607.29,1.49,26.32,5.81,5.07,-128.98,-379.5,10720.35,10605.84,2.77,60.81,538.59
2022-03-27 14:31:19,-158.98,-215.3,-163.85,-130.2,-168.38,-154.54,9.74,9.4,352.64,379.6,780.85,210.25,221.99,17.06,48009.27,19733.8,717.22,1.45,596.37,1.47,21.82,5.4,6.3,-128.98,-379.5,10720.35,10605.84,2.77,60.81,538.65
2022-03-27 14:31:24,-160.83,-205.48,-166.45,-130.11,-183.74,-154.03,9.74,9.4,352.7,379.66,781.21,210.25,221.99,17.06,48747.6,19947.18,707.3,1.45,606.34,1.47,23.81,5.89,6.36,-146.61,-394.69,10912.58,10766.2,2.76,60.46,538.65
2022-03-27 14:31:29,-174.26,-207.74,-161.59,-117.86,-169.98,-157.31,9.74,9.41,352.7,379.66,781.75,210.25,221.99,17.06,48018.71,20717.61,730.16,1.45,581.59,1.47,23.4,5.8,5.99,-146.61,-394.69,10912.58,10766.2,2.76,60.46,538.71
2022-03-27 14:31:34,-175.94,-210.18,-163.85,-123.23,-162.76,-164.1,9.75,9.41,352.64,379.66,782.29,210.22,221.92,17.06,47769.46,21680.65,702.82,1.43,611.65,1.44,23.4,5.94,5.28,-160.71,-384.11,10801.25,10818.67,2.78,60.23,538.78
2022-03-27 14:31:39,-161.08,-205.06,-159.32,-110.89,-152.19,-146.98,9.75,9.42,352.7,379.7,782.62,210.18,221.92,17.06,47518.31,20164.34,711.85,1.4,602.43,1.44,23.45,5.89,4.17,-160.71,-384.11,10801.25,10818.67,2.78,60.23,538.81
2022-03-27 14:31:44,-155.29,-203.72,-153.95,-120.88,-149.75,-148.75,9.76,9.42,352.7,379.7,782.89,210.15,221.89,17.06,46987.7,20483.46,723.13,1.43,590.78,1.47,23.46,5.78,5.22,-146.19,-383.78,10720.9,10621.05,2.78,60.34,538.88
2022-03-27 14:31:49,-158.14,-193.48,-152.52,-108.46,-164.1,-151.68,9.76,9.42,352.7,379.7,783.05,210.15,221.85,17.06,47138.76,21129.26,723.51,1.45,594.1,1.49,23.41,6.05,4.95,-146.19,-383.78,10720.9,10621.05,2.78,60.34,538.88
2022-03-27 14:31:54,-151.68,-192.39,-151.35,-114.5,-150.34,-134.23,9.76,9.42,352.7,379.76,783.05,210.12,221.85,17.06,47048.13,20585.43,717.22,1.48,593.9,1.52,23.49,5.85,11.48,-142.66,-383.61,10704.49,10718.0,2.77,60.52,538.94
2022-03-27 14:31:59,-149.42,-197.42,-155.12,-102.42,-151.18,-139.35,9.77,9.43,352.73,379.83,782.99,210.08,221.79,17.06,47909.19,20946.1,720.29,1.5,594.05,1.52,23.41,6.0,6.3,-142.66,-383.61,10704.49,10718.0,2.77,60.52,539.0
2022-03-27 14:32:04,-150.09,-199.18,-154.45,-99.31,-137.5,-144.88,9.77,9.43,352.73,379.83,782.89,210.05,221.82,17.06,47431.45,21797.72,716.21,1.5,597.42,1.52,23.44,5.85,4.64,-133.6,-389.82,10711.18,10635.19,2.77,60.84,539.03
2022-03-27 14:32:09,-150.42,-196.08,-154.28,-96.04,-150.59,-141.86,9.77,9.43,352.73,379.83,783.05,210.05,221.79,17.06,47253.95,21646.66,709.94,1.53,605.73,1.49,23.43,5.85,6.11,-133.6,-389.82,10711.18,10635.19,2.77,60.84,539.1
2022-03-27 14:32:14,-146.56,-201.87,-156.13,-98.98,-156.8,-146.81,9.78,9.44,352.73,379.89,783.35,210.02,221.75,17.05,47384.24,20100.14,707.52,1.53,610.44,1.49,23.46,6.47,8.49,-136.45,-378.16,10669.98,10656.36,2.76,60.94,539.17
2022-03-27 14:32:19,-146.06,-199.52,-155.71,-98.81,-158.65,-145.14,9.78,9.44,352.8,379.89,783.45,210.02,221.75,17.06,46961.26,20806.36,718.22,1.5,595.79,1.51,23.48,6.32,5.83,-136.45,-378.16,10669.98,10656.36,2.76,60.94,539.23
2022-03-27 14:32:24,-152.44,-193.9,-160.33,-118.45,-166.29,-136.07,9.78,9.43,352.8,379.89,783.45,209.95,221.69,17.06,47189.75,19916.97,723.18,1.5,591.2,1.52,23.41,6.5,8.47,-134.61,-387.98,10787.7,10594.59,2.76,61.08,539.32
2022-03-27 14:32:29,-154.2,-202.71,-161.5,-105.94,-160.75,-138.93,9.78,9.44,352.8,379.92,783.52,209.98,221.69,17.05,47442.78,19133.33,723.76,1.5,597.37,1.52,23.46,6.53,5.84,-134.61,-387.98,10787.7,10594.59,2.76,61.08,539.39
2022-03-27 14:32:34,-144.97,-204.47,-157.72,-109.55,-155.12,-141.7,9.78,9.44,352.86,379.99,783.82,209.95,221.69,17.06,47225.62,21293.54,712.23,1.5,602.43,1.49,23.36,6.6,5.63,-139.31,-394.27,10697.15,10717.67,2.76,61.29,539.52
2022-03-27 14:32:39,-142.37,-191.46,-149.16,-109.22,-148.16,-145.81,9.78,9.43,352.87,379.99,783.99,209.92,221.69,17.06,47420.12,22643.68,723.76,1.55,590.25,1.52,23.44,7.09,4.32,-139.31,-394.27,10697.15,10717.67,2.76,61.29,539.52
2022-03-27 14:32:44,-151.93,-191.13,-148.83,-98.39,-147.49,-160.49,9.78,9.43,352.93,380.05,784.12,209.92,221.65,17.06,47431.45,21437.06,710.87,1.55,601.63,1.49,23.44,6.5,4.01,-127.05,-402.66,10732.12,10760.76,2.76,61.65,539.61
2022-03-27 14:32:49,-145.98,-188.36,-152.86,-112.91,-151.35,-148.75,9.79,9.43,352.93,380.05,784.12,209.92,221.59,17.06,47110.44,22721.11,706.47,1.53,605.76,1.47,24.73,5.38,5.94,-127.05,-402.66,10732.12,10760.76,2.76,61.65,539.61
2022-03-27 14:32:54,-136.24,-188.36,-144.72,-117.86,-152.61,-153.11,9.79,9.44,352.93,380.12,784.06,209.88,221.59,17.05,47070.79,20530.67,718.8,1.5,597.4,1.46,22.61,5.71,4.81,-131.25,-399.98,10710.03,10579.48,2.76,61.77,539.74
2022-03-27 14:32:59,-145.39,-191.8,-155.04,-129.11,-178.96,-159.74,9.79,9.44,352.93,380.12,783.99,209.82,221.59,17.06,47308.71,20655.3,715.05,1.5,595.84,1.46,23.17,6.25,5.1,-131.25,-399.98,10710.03,10579.48,2.76,61.77,539.81
2022-03-27 14:33:04,-147.15,-199.69,-161.59,-129.36,-186.18,-180.8,9.79,9.44,353.0,380.12,784.06,209.88,221.55,17.06,47569.29,20983.86,739.8,1.5,575.77,1.52,23.08,5.4,4.65,-129.66,-412.65,10810.95,10632.71,2.76,61.88,539.84
2022-03-27 14:33:09,-144.38,-208.16,-169.31,-136.66,-183.41,-176.94,9.79,9.44,352.99,380.18,784.22,209.82,221.52,17.05,48056.48,20742.16,717.92,1.5,594.88,1.57,23.03,6.6,5.11,-129.66,-412.65,10810.95,10632.71,2.76,61.88,539.9
2022-03-27 14:33:14,-147.91,-212.95,-170.15,-147.07,-181.14,-178.29,9.79,9.44,353.03,380.21,784.49,209.82,221.52,17.06,47894.08,21318.09,705.74,1.53,604.02,1.57,23.13,6.02,4.41,-132.01,-411.39,10722.32,10759.9,2.76,61.7,539.97
2022-03-27 14:33:19,-157.81,-219.16,-172.24,-149.42,-184.75,-176.1,9.79,9.44,353.03,380.21,784.35,209.78,221.49,17.06,47950.73,19733.8,717.72,1.53,599.01,1.57,23.17,5.85,7.17,-132.01,-411.39,10722.32,10759.9,2.76,61.7,540.03
2022-03-27 14:33:24,-167.71,-211.35,-170.57,-136.07,-181.9,-177.45,9.79,9.45,353.03,380.28,784.12,209.82,221.45,17.06,47735.47,20460.8,711.55,1.53,608.98,1.54,23.16,5.78,6.51,-146.36,-428.26,10668.3,10592.07,2.75,61.41,540.06
2022-03-27 14:33:29,-167.71,-207.58,-170.48,-119.29,-189.62,-169.22,9.8,9.45,353.03,380.28,783.75,209.78,221.45,17.06,47189.75,20625.08,711.48,1.54,601.53,1.52,23.07,6.51,8.24,-146.36,-428.26,10668.3,10592.07,2.75,61.41,540.19
2022-03-27 14:33:34,-168.89,-210.26,-173.17,-126.0,-192.55,-179.29,9.8,9.46,353.03,380.28,783.35,209.75,221.45,17.06,47641.05,20341.84,718.83,1.53,598.63,1.49,23.13,6.31,6.28,-152.82,-394.69,10803.35,10622.08,2.76,61.46,540.19
2022-03-27 14:33:39,-164.61,-209.67,-171.4,-125.08,-186.43,-171.74,9.8,9.46,353.09,380.34,782.98,209.75,221.42,17.06,47686.37,21244.45,712.36,1.53,597.67,1.47,23.14,6.09,4.5,-152.82,-394.69,10803.35,10622.08,2.76,61.46,540.26
2022-03-27 14:33:44,-169.81,-211.44,-178.12,-133.55,-186.51,-166.87,9.81,9.46,353.09,380.41,782.75,209.75,221.42,17.06,46829.08,21187.8,717.54,1.53,598.88,1.47,23.13,5.82,8.42,-147.2,-398.72,10874.56,10865.25,2.77,60.95,540.32
2022-03-27 14:33:49,-172.66,-219.41,-182.82,-133.55,-196.58,-169.98,9.81,9.47,353.15,380.4,782.58,209.72,221.39,17.06,47433.34,20338.06,712.18,1.5,602.51,1.47,23.12,5.91,7.01,-147.2,-398.72,10874.56,10865.25,2.77,60.95,540.35
2022-03-27 14:33:54,-167.29,-220.25,-181.31,-147.4,-196.67,-177.45,9.81,9.47,353.09,380.41,782.38,209.68,221.39,17.06,46897.06,20693.07,714.35,1.5,600.92,1.51,23.04,5.84,7.41,-157.35,-397.29,10655.29,10648.7,2.76,60.75,540.41
2022-03-27 14:33:59,-168.38,-214.96,-177.36,-132.63,-183.99,-173.5,9.82,9.48,353.09,380.41,782.21,209.65,221.35,17.06,47433.34,21308.65,707.07,1.5,607.37,1.52,23.18,6.44,6.33,-157.35,-397.29,10655.29,10648.7,2.76,60.75,540.48
2022-03-27 14:34:04,-156.89,-213.03,-178.12,-150.84,-184.16,-178.37,9.82,9.48,353.15,380.44,782.08,209.68,221.39,17.06,47121.77,18878.4,725.2,1.5,588.59,1.52,23.13,6.5,5.22,-154.58,-405.85,10798.15,10660.28,2.77,60.71,540.54
2022-03-27 14:34:09,-156.21,-223.69,-178.87,-143.12,-191.38,-170.9,9.82,9.48,353.15,380.44,782.14,209.65,221.35,17.06,48067.81,21070.73,710.75,1.5,602.46,1.52,23.09,5.87,4.42,-154.58,-405.85,10798.15,10660.28,2.77,60.71,540.57
2022-03-27 14:34:14,-159.74,-220.75,-178.96,-140.69,-201.37,-182.15,9.82,9.48,353.15,380.5,782.27,209.65,221.35,17.06,47433.34,21391.74,712.16,1.5,602.11,1.49,23.11,5.95,9.23,-139.39,-417.35,10881.46,10821.59,2.75,60.89,540.57
2022-03-27 14:34:19,-159.49,-213.95,-175.94,-137.0,-202.12,-193.39,9.82,9.48,353.15,380.5,782.34,209.62,221.32,18.98,46987.7,21219.9,715.56,1.5,603.57,1.49,23.11,6.59,5.34,-139.39,-417.35,10881.46,10821.59,2.75,60.89,540.7
2022-03-27 14:34:24,-163.85,-212.53,-181.48,-141.86,-192.3,-190.04,9.83,9.48,353.15,380.5,782.21,209.62,221.28,18.98,47148.2,22201.82,718.85,1.5,597.42,1.49,23.16,6.09,4.24,-146.86,-425.24,10685.27,10666.97,2.81,61.21,540.7
2022-03-27 14:34:29,-162.01,-212.28,-176.69,-150.34,-191.04,-192.3,9.83,9.48,353.22,380.57,781.97,209.62,221.28,18.98,45495.93,21348.3,717.14,1.5,599.03,1.52,23.07,6.26,3.73,-146.86,-425.24,10685.27,10666.97,2.81,61.21,540.83
2022-03-27 14:34:34,-165.53,-212.61,-178.54,-134.65,-195.49,-182.06,9.83,9.49,353.22,380.57,781.81,209.62,221.28,18.98,47369.14,22082.86,731.72,1.5,587.35,1.53,23.08,5.5,6.31,-150.05,-437.32,10783.5,10770.24,2.84,61.52,540.83
2022-03-27 14:34:39,-164.35,-213.2,-185.25,-147.74,-200.44,-187.27,9.83,9.49,353.22,380.57,781.97,209.58,221.25,18.98,47627.83,19044.57,718.78,1.48,597.42,1.54,23.14,6.04,4.2,-150.05,-437.32,10783.5,10770.24,2.84,61.52,540.86
2022-03-27 14:34:44,-163.35,-210.09,-182.4,-156.72,-191.13,-179.88,9.83,9.49,353.22,380.63,782.51,209.52,221.22,18.98,47017.91,18124.97,704.5,1.5,609.33,1.57,23.04,5.83,5.1,-146.69,-426.75,10686.26,10693.5,2.85,61.45,540.93
2022-03-27 14:34:49,-164.86,-208.0,-177.53,-145.47,-198.43,-180.64,9.84,9.49,353.22,380.57,782.91,209.55,221.22,18.98,48024.38,19308.94,719.46,1.53,595.81,1.57,23.13,6.01,7.51,-146.69,-426.75,10686.26,10693.5,2.85,61.45,540.99
2022-03-27 14:34:54,-168.97,-217.14,-176.19,-147.15,-196.92,-182.9,9.84,9.5,353.21,380.63,783.34,209.52,221.22,18.98,47510.76,20715.72,710.67,1.53,605.73,1.57,23.11,5.86,7.16,-149.63,-425.41,10671.32,10673.46,2.85,61.04,541.05
2022-03-27 14:34:59,-163.94,-210.51,-171.49,-144.13,-194.06,-180.05,9.84,9.5,353.22,380.63,783.68,209.55,221.22,18.98,48245.3,21618.33,703.97,1.53,607.82,1.54,23.17,6.34,5.16,-149.63,-425.41,10671.32,10673.46,2.85,61.04,541.09
2022-03-27 14:35:04,-154.87,-214.46,-170.9,-161.25,-203.13,-203.21,9.85,9.51,353.21,380.69,783.94,209.55,221.15,18.98,47761.9,20904.55,718.75,1.53,597.47,1.54,23.1,5.73,8.41,-148.46,-435.06,10739.88,10588.42,2.86,60.71,541.15
2022-03-27 14:35:09,-141.53,-216.56,-170.4,-132.38,-199.77,-196.41,9.86,9.52,353.25,380.69,784.11,209.52,221.18,18.98,47214.29,19456.23,728.47,1.48,590.78,1.52,21.41,5.95,4.79,-148.46,-435.06,10739.88,10588.42,2.86,60.71,541.21
2022-03-27 14:35:14,-149.92,-207.91,-167.12,-134.48,-195.49,-182.31,9.86,9.52,353.25,380.69,784.18,209.48,221.15,18.99,46815.86,20689.29,719.84,1.48,592.82,1.52,24.59,5.79,7.55,-127.89,-418.78,10916.99,10787.55,2.85,60.82,541.28
2022-03-27 14:35:19,-148.75,-207.07,-162.09,-148.58,-190.46,-191.97,9.86,9.52,353.21,380.73,783.98,209.45,221.15,18.98,46355.12,19225.85,710.02,1.48,609.08,1.54,22.42,5.77,6.71,-127.89,-418.78,10916.99,10787.55,2.85,60.82,541.34
2022-03-27 14:35:24,-155.46,-212.44,-182.9,-157.64,-203.97,-202.96,9.87,9.53,353.25,380.73,783.68,209.45,221.15,18.98,47091.55,18404.44,731.72,1.5,585.82,1.54,22.71,6.11,6.1,-132.93,-453.27,10678.14,10714.16,2.85,60.89,541.37
2022-03-27 14:35:29,-151.26,-217.23,-184.83,-159.07,-212.95,-207.74,9.87,9.53,353.24,380.72,783.41,209.45,221.12,18.99,48190.55,20866.79,723.64,1.53,591.28,1.56,22.79,5.73,5.18,-132.93,-453.27,10678.14,10714.16,2.85,60.89,541.5
2022-03-27 14:35:34,-165.87,-225.87,-184.33,-163.43,-217.56,-204.05,9.87,9.53,353.25,380.73,783.41,209.45,221.08,18.99,47418.23,18062.66,722.13,1.53,602.43,1.59,22.8,5.69,4.51,-141.83,-442.11,10774.78,10726.16,2.84,60.68,541.5
2022-03-27 14:35:39,-169.47,-231.41,-194.57,-173.92,-228.64,-225.7,9.87,9.53,353.25,380.73,783.44,209.42,221.05,18.98,47578.73,19682.82,710.75,1.55,610.77,1.64,22.69,5.73,5.12,-141.83,-442.11,10774.78,10726.16,2.84,60.68,541.57
2022-03-27 14:35:44,-170.48,-225.45,-200.78,-173.92,-226.38,-211.35,9.87,9.53,353.25,380.79,783.51,209.42,221.08,18.98,48381.27,19996.28,722.88,1.55,594.98,1.72,22.8,7.12,6.76,-153.41,-455.79,10898.02,10711.02,2.85,60.65,541.57
2022-03-27 14:35:49,-180.3,-232.0,-204.81,-171.24,-239.22,-219.16,9.87,9.53,353.24,380.72,783.57,209.42,221.08,18.98,47556.07,20915.88,733.15,1.58,585.19,1.75,22.73,7.12,4.63,-153.41,-455.79,10898.02,10711.02,2.85,60.65,541.66
2022-03-27 14:35:54,-178.87,-228.73,-201.7,-185.17,-235.94,-207.24,9.87,9.53,353.25,380.79,783.58,209.42,221.08,18.98,48294.4,19376.92,736.65,1.58,585.01,1.75,22.76,5.39,6.05,-163.31,-443.28,10768.8,10818.19,2.83,60.81,541.66
2022-03-27 14:35:59,-169.39,-224.61,-196.16,-164.27,-237.2,-212.61,9.87,9.54,353.25,380.79,783.41,209.39,221.05,18.99,47667.49,20891.34,729.3,1.61,600.27,1.8,22.87,6.13,10.51,-163.31,-443.28,10768.8,10818.19,2.83,60.81,541.73
2022-03-27 14:36:04,-167.29,-231.41,-202.79,-175.52,-234.35,-203.8,9.87,9.54,353.21,380.79,783.14,209.42,221.02,18.98,47591.95,17596.25,723.41,1.63,603.89,1.8,22.73,6.01,5.46,-151.9,-433.63,10683.53,10604.43,2.83,60.6,541.79
2022-03-27 14:36:09,-171.49,-236.36,-206.23,-185.34,-228.22,-214.37,9.87,9.54,353.24,380.79,782.9,209.39,221.05,18.98,46154.95,18519.63,710.72,1.63,609.08,1.82,22.77,5.18,10.03,-151.9,-433.63,10683.53,10604.43,2.83,60.6,541.79
2022-03-27 14:36:14,-186.85,-239.05,-208.25,-176.52,-231.91,-221.59,9.88,9.54,353.31,380.79,782.67,209.35,221.05,18.98,47599.5,20098.25,715.4,1.66,602.68,1.87,22.77,5.16,5.74,-156.43,-447.9,10760.45,10810.84,2.83,60.38,541.86
2022-03-27 14:36:19,-183.07,-241.06,-207.58,-181.14,-238.21,-220.5,9.88,9.54,353.21,380.79,782.27,209.35,221.05,18.98,47354.03,21093.38,715.61,1.68,599.51,1.9,22.78,6.33,4.47,-156.43,-447.9,10760.45,10810.84,2.83,60.38,541.86
2022-03-27 14:36:24,-173.5,-237.7,-205.65,-178.03,-236.7,-214.37,9.88,9.54,353.25,380.79,781.74,209.32,221.02,18.98,47014.14,18302.47,715.43,1.68,607.82,1.93,22.78,5.89,5.34,-169.6,-438.58,10640.6,10804.15,2.84,60.39,541.86
2022-03-27 14:36:29,-172.16,-239.64,-206.57,-159.99,-228.05,-222.01,9.88,9.55,353.21,380.79,781.37,209.32,221.02,18.98,47565.52,19157.87,714.09,1.68,607.49,1.95,22.8,6.28,5.23,-169.6,-438.58,10640.6,10804.15,2.84,60.39,541.89
2022-03-27 14:36:34,-183.24,-243.08,-209.59,-178.96,-231.75,-226.21,9.88,9.55,353.25,380.79,781.3,209.32,220.98,18.98,46347.56,17930.48,720.97,1.71,598.53,1.99,22.81,6.45,5.06,-161.04,-416.76,10632.25,10638.55,2.83,60.53,541.89
